id;course_id;grade
596;5;17
596;5;11.5
596;5;_
596;5;9.5
596;10;8.5
596;10;10.25
596;10;7.5
596;10;14.5
596;6;11
596;6;13
596;6;17
596;6;9
596;6;10
596;6;11
596;7;16.5
596;7;11
596;7;12.5
596;7;11
596;2;5.25
596;2;7
596;2;8.25
596;2;8
596;2;11.25
596;2;9.25
596;2;7.25
596;8;16.5
596;8;8.75
596;8;10
596;8;12.25
596;8;5.75
596;8;10.75
596;8;6.5
596;8;5.25
596;9;13
596;9;13.5
596;9;6.5
596;9;12.5
596;9;12
596;9;8
622;1;14.75
622;1;12.25
622;1;17.25
622;3;15.5
622;3;15
622;3;15
622;3;12.5
622;3;16.5
622;3;13.5
622;3;13
622;3;10.5
622;3;14.5
622;3;_
622;4;17.5
622;4;13
622;4;15.5
622;4;13.5
622;4;14.5
622;4;12
622;4;15.5
622;5;11.5
622;5;13
622;5;14
622;5;12.5
622;5;12.5
622;5;16.5
622;5;12.5
622;10;11
622;10;12.75
622;10;16.75
622;10;13.25
622;6;17
622;6;18
622;6;12
622;6;14
622;6;14
622;6;_
622;7;15.5
622;7;15
622;7;11
622;7;13.5
622;2;11.5
622;2;14.5
622;2;17.5
622;2;14
622;2;14.75
622;2;7.5
622;2;7.25
622;8;13.25
622;8;15.5
622;8;9.5
622;8;10
622;8;17.5
622;8;12
622;8;15.75
622;9;11.5
622;9;10
622;9;8
622;9;11
624;1;10.5
624;1;12.75
624;1;10.75
624;3;19
624;3;11.5
624;3;12.5
624;3;13
624;3;14.5
624;3;12.5
624;3;15
624;3;14
624;3;9.5
624;4;16.5
624;4;15
624;4;15
624;4;15.5
624;4;15.5
624;4;14
624;5;9.5
624;5;13
624;5;9.5
624;5;12.5
624;5;11
624;5;8
624;5;11
624;10;8.75
624;10;13.5
624;10;11.25
624;10;12.75
624;6;18
624;6;12
624;6;11
624;6;8
624;6;12
624;6;17
624;7;9.5
624;7;8
624;7;14
624;7;14.5
624;2;13.25
624;2;13.75
624;2;7.25
624;2;7.5
624;2;17
624;2;9
624;2;8
624;8;8
624;8;12.5
624;8;8.5
624;8;20
624;8;12.25
624;8;9.75
624;8;11.25
624;8;9
624;9;14
624;9;10
624;9;11.5
624;9;5
624;9;9
624;9;15
641;1;8.75
641;1;11
641;1;19
641;3;12
641;3;5.5
641;3;13.5
641;3;16
641;3;17
641;3;16
641;3;14.5
641;3;9.5
641;3;12
641;3;15
641;4;13.5
641;4;14
641;4;14
641;4;11.5
641;4;14
641;4;13.5
641;4;15.5
641;5;12.5
641;5;15.5
641;5;11.5
641;5;7
641;5;14.5
641;5;10.5
641;5;7
641;10;7.25
641;10;7.25
641;10;11.75
641;10;11.25
641;6;17
641;6;12
641;6;14
641;6;7
641;6;10
641;6;12
641;7;12.5
641;7;11.5
641;7;14.5
641;7;14.5
641;2;13
641;2;15.5
641;2;8.75
641;2;9
641;2;9.5
641;2;8.25
641;2;6.25
641;8;16.25
641;8;16.25
641;8;15.5
641;8;2.5
641;8;10.75
641;8;11.25
641;8;9.5
641;8;10
641;9;12
641;9;7
641;9;9
641;9;13.5
641;9;15
641;9;13
653;1;14.75
653;1;14.75
653;1;16.5
653;3;17
653;3;14
653;3;14.5
653;3;11
653;3;9
653;3;14.5
653;3;17.5
653;3;15
653;3;14.5
653;3;11.5
653;4;17
653;4;15.5
653;4;18.5
653;4;15
653;4;14.5
653;4;15
653;4;19
653;5;8
653;5;13.5
653;5;20
653;5;12.5
653;5;16.5
653;5;6
653;5;14.5
653;10;14.75
653;10;8
653;10;11.25
653;10;9.5
653;6;9
653;6;13
653;6;17
653;6;12
653;6;19
653;6;13
653;7;18
653;7;18.5
653;7;10.5
653;7;12
653;2;15.25
653;2;14
653;2;14.5
653;2;9.25
653;2;17
653;2;11.5
653;8;11.5
653;8;12
653;8;11
653;8;13
653;8;7
653;8;15.75
653;8;8.5
653;8;17
653;9;9.5
653;9;12
653;9;10.5
653;9;9
653;9;11.5
665;1;14.75
665;1;5.75
665;1;11.5
665;3;18.5
665;3;9
665;3;10.5
665;3;16.5
665;3;9.5
665;3;15
665;3;13
665;3;13.5
665;3;13.5
665;3;12
665;4;16.5
665;4;15
665;4;13
665;4;16
665;4;17
665;4;16
665;4;14.5
665;5;17.5
665;5;4
665;5;6.5
665;5;10
665;5;_
665;5;13.5
665;5;12
665;10;12.75
665;10;6.25
665;10;11.25
665;10;7.25
665;6;13
665;6;12
665;6;11
665;6;11
665;6;13
665;6;14
665;7;18.5
665;7;13.5
665;7;12.5
665;7;14.5
665;2;10.5
665;2;8.25
665;2;10.75
665;2;11.5
665;2;8
665;2;10
665;2;7.25
665;8;9.5
665;8;17.5
665;8;16.5
665;8;10
665;8;8.25
665;8;4.25
665;8;14
665;9;13.5
665;9;11.5
665;9;9.5
665;9;12.5
665;9;17
665;9;12
711;1;12.5
711;1;12.5
711;1;12
711;3;13.5
711;3;12
711;3;5.5
711;3;12
711;3;16
711;3;10.5
711;3;9.5
711;3;13
711;3;18.5
711;3;15
711;4;13
711;4;15
711;4;14.5
711;4;13.5
711;4;15
711;4;15
711;4;14.5
711;5;14.5
711;5;11.5
711;5;10
711;5;13
711;5;9.5
711;5;11
711;5;11.5
711;10;12.25
711;10;13
711;10;11.25
711;10;3.5
711;6;11
711;6;15
711;6;11
711;6;20
711;6;12
711;6;10
711;7;13.5
711;7;16.5
711;7;18
711;7;12.5
711;2;13.5
711;2;11.5
711;2;6.5
711;2;13.5
711;2;8.5
711;2;13.5
711;2;13.5
711;8;8.25
711;8;16.5
711;8;13.75
711;8;2.75
711;8;9.25
711;8;8.25
711;8;8.25
711;8;9.25
711;9;18.5
711;9;10.5
711;9;14.5
711;9;11
711;9;13
715;1;11.25
715;1;12.5
715;1;13.5
715;3;10
715;3;16
715;3;17.5
715;3;13.5
715;3;12.5
715;3;15
715;3;17.5
715;3;10
715;3;15
715;3;15
715;4;15.5
715;4;13.5
715;4;16
715;4;13
715;4;11
715;4;14.5
715;5;15.5
715;5;10
715;5;11.5
715;5;13
715;5;9.5
715;5;14
715;5;10
715;10;9.75
715;10;15
715;10;8.25
715;10;8
715;6;10
715;6;12
715;6;11
715;6;11
715;6;17
715;6;15
715;7;14
715;7;9.5
715;7;13
715;7;13.5
715;2;13.25
715;2;5.75
715;2;13.25
715;2;12.75
715;2;8.5
715;2;15.25
715;2;15
715;8;6.25
715;8;11.75
715;8;6.25
715;8;12.75
715;8;9.5
715;8;12.75
715;8;14.25
715;8;14.5
715;9;13
715;9;13
715;9;10.5
715;9;11.5
715;9;13.5
715;9;10.5
768;1;15.5
768;1;12
768;1;9.5
768;3;7.5
768;3;14
768;3;12
768;3;11.5
768;3;13
768;3;14
768;3;17.5
768;3;11
768;3;18
768;4;15
768;4;12.5
768;4;17
768;4;14
768;4;14.5
768;4;14.5
768;5;10.5
768;5;9
768;5;12.5
768;5;15.5
768;5;13.5
768;5;11.5
768;5;15
768;10;9
768;10;7.5
768;10;12.25
768;10;2.25
768;6;15
768;6;15
768;6;16
768;6;13
768;6;14
768;7;13
768;7;9.5
768;7;14.5
768;7;15.5
768;2;8.25
768;2;5.75
768;2;9.75
768;2;10.25
768;2;9.5
768;2;12.75
768;2;6.5
768;8;5.25
768;8;8.75
768;8;10
768;8;8.75
768;8;9.5
768;8;7.25
768;8;14
768;8;12.75
768;9;12.5
768;9;14.5
768;9;11.5
768;9;13.5
768;9;9
768;9;13
785;1;20
785;1;9
785;1;7.75
785;3;11
785;3;18
785;3;15.5
785;3;14
785;3;15.5
785;3;13.5
785;3;15
785;3;17
785;3;14
785;3;17
785;4;15.5
785;4;15.5
785;4;15
785;4;18.5
785;4;15.5
785;4;17
785;4;14
785;5;12
785;5;12
785;5;15
785;5;18.5
785;5;15.5
785;5;13
785;5;12
785;10;6
785;10;12.5
785;10;10.5
785;10;8.75
785;6;14
785;6;18
785;6;13
785;6;15
785;6;10
785;6;13
785;7;14
785;7;16
785;7;15.5
785;7;14
785;2;12.5
785;2;11.75
785;2;8.5
785;2;14.5
785;2;11
785;2;18
785;8;12.75
785;8;14
785;8;16.5
785;8;13
785;8;13.25
785;8;14
785;8;7.5
785;8;12
785;9;12.5
785;9;7
785;9;12
785;9;11.5
785;9;10
811;1;9.75
811;1;14.5
811;1;15.75
811;3;16
811;3;15.5
811;3;13.5
811;3;10
811;3;15
811;3;13.5
811;3;14
811;3;11
811;3;8
811;3;13.5
811;4;15.5
811;4;15
811;4;13
811;4;14.5
811;4;16.5
811;4;14
811;4;15
811;5;14
811;5;9.5
811;5;14
811;5;13.5
811;5;7.5
811;5;12.5
811;5;9.5
811;10;12.75
811;10;9.75
811;10;12.5
811;10;11.25
811;6;15
811;6;12
811;6;12
811;6;17
811;6;11
811;6;13
811;7;12.5
811;7;12.5
811;7;15
811;7;13.5
811;2;9.25
811;2;16.75
811;2;7.25
811;2;8
811;2;14.75
811;2;14.5
811;8;11.25
811;8;6
811;8;11.5
811;8;7.75
811;8;5.5
811;8;15.5
811;8;11.25
811;8;13.25
811;9;11
811;9;11
811;9;12
811;9;11.5
811;9;11.5
811;9;9
813;1;12
813;1;11.75
813;3;16
813;3;12.5
813;3;12.5
813;3;10
813;3;14.5
813;3;13.5
813;3;13
813;3;16.5
813;3;8
813;3;9
813;4;11.5
813;4;17
813;4;15.5
813;4;15
813;4;15.5
813;4;15
813;5;10.5
813;5;9.5
813;5;12.5
813;5;10.5
813;5;13
813;5;10
813;5;10.5
813;10;6.25
813;10;9.25
813;10;7.25
813;10;10.5
813;6;10
813;6;14
813;6;11
813;6;13
813;6;13
813;6;12
813;7;13
813;7;12
813;7;13
813;7;14.5
813;2;7
813;2;10.5
813;2;10.25
813;2;8.25
813;2;10.5
813;2;7.75
813;2;11
813;8;11.25
813;8;12.25
813;8;12.5
813;8;9.5
813;8;2
813;8;12.5
813;8;5
813;8;8.75
813;9;13.5
813;9;8.5
813;9;13
813;9;12.5
813;9;7
813;9;13
825;1;14
825;1;13.25
825;3;10.5
825;3;11
825;3;14.5
825;3;15.5
825;3;11
825;3;17
825;3;12.5
825;3;13.5
825;3;14.5
825;4;15
825;4;16
825;4;18
825;4;16.5
825;4;13
825;4;13
825;4;16.5
825;5;12.5
825;5;6.5
825;5;14
825;5;12
825;5;8
825;5;7.5
825;5;13.5
825;10;12.25
825;10;_
825;10;15.25
825;10;7.5
825;6;12
825;6;12
825;6;15
825;6;12
825;6;12
825;6;11
825;7;10.5
825;7;15
825;7;14.5
825;2;11.5
825;2;15.25
825;2;9.75
825;2;10
825;2;12.75
825;2;12.25
825;2;11.5
825;8;6.5
825;8;9.5
825;8;11.5
825;8;_
825;8;_
825;8;12.25
825;8;16.5
825;9;11
825;9;15
825;9;10
825;9;12
825;9;15
825;9;13.5
829;1;10.5
829;1;13
829;1;9.25
829;3;11.5
829;3;14
829;3;12.5
829;3;14
829;3;10
829;3;14
829;3;13.5
829;3;12.5
829;3;11
829;3;15
829;4;15
829;4;13
829;4;15.5
829;4;15.5
829;4;13.5
829;4;13
829;4;15
829;5;14.5
829;5;7.5
829;5;12.5
829;5;8.5
829;5;15
829;5;9
829;5;15.5
829;10;11.25
829;10;12.25
829;10;8.5
829;10;10.25
829;6;11
829;6;17
829;6;11
829;6;15
829;6;10
829;6;12
829;7;9.5
829;7;13
829;7;9.5
829;7;16
829;2;9.75
829;2;9.75
829;2;11.5
829;2;10
829;2;6.25
829;2;16.75
829;2;6.75
829;8;8.25
829;8;9.75
829;8;11.25
829;8;11
829;8;12.25
829;8;7.75
829;8;8
829;8;10
829;9;12.5
829;9;9
829;9;11
829;9;6.5
829;9;10.5
829;9;6
831;1;9.5
831;1;12.25
831;1;5.5
831;3;15
831;3;11
831;3;13
831;3;6.5
831;3;10.5
831;3;8.5
831;3;12
831;3;10.5
831;3;10
831;3;13.5
831;4;15
831;4;14
831;4;15
831;4;14
831;4;16
831;4;14.5
831;4;18
831;5;5.5
831;5;10.5
831;5;7
831;5;20
831;5;8
831;5;12.5
831;5;10.5
831;10;6
831;10;12.25
831;10;12.75
831;10;8.5
831;6;14
831;6;13
831;6;11
831;6;12
831;6;8
831;6;12
831;7;14
831;7;11.5
831;7;12
831;7;13.5
831;2;13
831;2;14.75
831;2;8.25
831;2;7.25
831;2;14
831;2;11.25
831;8;8
831;8;12.75
831;8;8.75
831;8;9
831;8;9.75
831;8;16.5
831;8;9.75
831;8;6.25
831;9;11
831;9;8.5
831;9;13.5
831;9;13
831;9;11.5
831;9;15
8;1;9.25
8;1;11.25
8;1;14
8;3;12.5
8;3;13.5
8;3;10.5
8;3;9.5
8;3;12
8;3;15.5
8;3;14
8;3;10.5
8;3;11
8;3;14
8;4;15
8;4;14
8;4;14.5
8;4;15
8;4;12
8;4;16
8;4;13
8;5;9
8;5;12
8;5;9
8;5;7
8;5;6.5
8;5;12.5
8;5;7
8;10;10.5
8;10;6.75
8;10;8.75
8;10;8.25
8;6;13
8;6;9
8;6;15
8;6;5
8;6;6
8;6;13
8;7;18.5
8;7;12.5
8;7;12.5
8;7;12.5
8;2;10
8;2;11.25
8;2;8.75
8;2;5.75
8;2;5.75
8;2;6.75
8;2;9.25
8;8;9
8;8;8
8;8;10.75
8;8;13.25
8;8;1.75
8;8;10.5
8;8;5.75
8;8;11.75
8;9;6
8;9;14.5
8;9;8.5
8;9;12
8;9;7
8;9;11.5
31;1;12.5
31;1;10
31;1;13.5
31;3;15
31;3;14
31;3;11
31;3;20
31;3;12.5
31;3;11
31;3;18.5
31;3;18
31;3;13.5
31;3;15
31;4;14
31;4;15
31;4;14.5
31;4;13
31;4;14.5
31;4;16
31;4;14.5
31;5;12.5
31;5;9.5
31;5;12
31;5;10.5
31;5;13
31;5;12
31;5;5.5
31;10;8.5
31;10;10.25
31;10;13.25
31;10;13.25
31;6;15
31;6;12
31;6;12
31;6;8
31;6;12
31;6;11
31;7;14.5
31;7;17
31;7;10
31;7;13.5
31;2;6.5
31;2;9
31;2;10
31;2;7.25
31;2;5.25
31;2;13.25
31;2;7.75
31;8;7.75
31;8;11.25
31;8;12.25
31;8;6.25
31;8;7.25
31;8;9.5
31;8;14.75
31;8;12.25
31;9;11.5
31;9;11.5
31;9;7.5
31;9;8.5
31;9;10
31;9;4.5
81;1;13
81;1;_
81;1;9.5
81;3;6
81;3;11
81;3;13
81;3;15.5
81;3;10
81;3;12
81;3;13.5
81;3;12
81;3;18.5
81;3;13
81;4;13.5
81;4;14
81;4;16
81;4;12
81;4;11.5
81;4;13
81;4;15.5
81;5;9.5
81;5;7.5
81;5;12
81;5;4.5
81;5;6
81;5;8.5
81;5;13
81;10;13
81;10;8.5
81;10;10.25
81;10;11.25
81;6;12
81;6;10
81;6;14
81;6;13
81;6;14
81;7;9.5
81;7;12
81;7;11.5
81;7;11
81;2;8.75
81;2;10.75
81;2;10.25
81;2;8.5
81;2;7.75
81;2;9
81;2;9.75
81;8;8.75
81;8;8
81;8;3.5
81;8;6.25
81;8;9
81;8;11.5
81;8;9.5
81;8;10
81;9;6
81;9;10
81;9;11
81;9;12
81;9;10.5
81;9;10
84;1;15.75
84;1;10.75
84;1;9
84;3;10.5
84;3;9
84;3;10.5
84;3;8.5
84;3;11.5
84;3;11
84;3;13.5
84;3;14.5
84;3;13
84;3;10
84;4;14
84;4;13
84;4;13
84;4;13
84;4;14.5
84;4;15
84;4;10.5
84;5;6.5
84;5;9.5
84;5;8.5
84;5;11
84;5;10
84;5;15.5
84;5;6.5
84;10;7.5
84;10;7.25
84;10;8.25
84;10;9
84;6;10
84;6;8
84;6;11
84;6;11
84;6;17
84;6;12
84;7;12.5
84;7;11.5
84;7;12.5
84;7;12
84;2;10
84;2;7.5
84;2;8
84;2;9.75
84;2;4.25
84;2;11.5
84;2;9.25
84;8;5.5
84;8;11.25
84;8;5.25
84;8;11
84;8;9.75
84;8;7.25
84;8;13.5
84;8;6.75
84;9;9.5
84;9;11
84;9;9
84;9;6
84;9;9
84;9;12.5
90;1;16.5
90;1;17.25
90;1;13.75
90;3;12
90;3;9.5
90;3;15
90;3;16.5
90;3;11
90;3;10.5
90;3;15.5
90;3;9.5
90;3;10
90;3;12
90;4;12
90;4;12
90;4;16
90;4;14
90;4;14
90;4;13.5
90;4;15.5
90;5;16
90;5;9.5
90;5;8.5
90;5;8
90;5;16.5
90;5;11.5
90;5;12
90;10;5.75
90;10;4.75
90;10;6.25
90;10;14
90;6;10
90;6;11
90;6;15
90;6;13
90;6;11
90;6;11
90;7;11
90;7;13
90;7;12
90;7;11.5
90;2;9.5
90;2;8
90;2;5.5
90;2;8.75
90;2;11.25
90;2;8.75
90;2;6.5
90;8;8.25
90;8;7.75
90;8;6.25
90;8;12
90;8;12.5
90;8;7.25
90;9;7.5
90;9;11
90;9;8.5
90;9;7.5
90;9;9
90;9;12
104;1;14.5
104;1;12
104;1;12.75
104;3;11
104;3;10
104;3;_
104;3;8.5
104;3;13
104;3;8
104;3;12.5
104;3;_
104;3;10.5
104;3;11.5
104;4;14.5
104;4;13.5
104;4;15
104;4;14.5
104;4;14.5
104;4;15.5
104;4;15
104;5;13.5
104;5;8.5
104;5;15.5
104;5;11.5
104;5;14
104;5;11.5
104;5;13
104;10;8.75
104;10;7.25
104;10;8
104;10;9.5
104;6;12
104;6;15
104;6;10
104;6;9
104;6;9
104;6;11
104;7;14
104;7;10.5
104;7;13
104;7;12
104;2;9.75
104;2;11.25
104;2;10.25
104;2;11.75
104;2;11.5
104;2;10
104;2;5.5
104;8;4
104;8;4.25
104;8;8.25
104;8;12
104;8;7.75
104;8;9.5
104;8;6.75
104;8;12.5
104;9;14.5
104;9;9.5
104;9;12.5
104;9;11.5
104;9;11
104;9;7.5
114;1;11
114;1;10.75
114;1;_
114;3;15
114;3;12.5
114;3;6
114;3;14
114;3;17
114;3;11.5
114;3;13.5
114;3;14.5
114;3;11.5
114;3;11.5
114;4;13
114;4;16.5
114;4;13.5
114;4;14.5
114;4;13
114;4;11.5
114;4;15.5
114;5;10.5
114;5;5
114;5;15
114;5;14.5
114;5;12
114;5;11.5
114;5;7.5
114;10;12.5
114;10;8
114;10;9.75
114;10;4.25
114;6;14
114;6;12
114;6;11
114;6;11
114;6;15
114;6;11
114;7;13.5
114;7;16
114;7;10
114;7;12
114;2;9.5
114;2;4.25
114;2;10.75
114;2;12.5
114;2;15.75
114;2;5.75
114;8;6.25
114;8;3
114;8;20
114;8;12.5
114;8;7.5
114;8;8.5
114;8;9.5
114;8;5.75
114;9;11.5
114;9;9
114;9;10
114;9;10.5
114;9;6.5
114;9;9.5
117;1;15
117;1;11.5
117;1;14.5
117;3;12.5
117;3;14.5
117;3;16
117;3;13
117;3;14
117;3;8
117;3;10.5
117;3;13
117;3;11
117;3;8.5
117;4;14
117;4;13.5
117;4;13.5
117;4;15
117;4;13
117;4;15
117;5;13
117;5;11.5
117;5;11.5
117;5;10
117;5;7
117;5;12.5
117;5;11
117;10;7.5
117;10;6.25
117;10;8.25
117;10;11.5
117;6;12
117;6;16
117;6;14
117;6;10
117;6;14
117;6;10
117;7;11
117;7;13.5
117;7;11
117;7;_
117;2;6.5
117;2;4.25
117;2;6.5
117;2;13.5
117;2;9
117;2;6.5
117;8;14
117;8;12.5
117;8;3.5
117;8;9.5
117;8;8.25
117;8;12
117;8;5.5
117;8;14.5
117;9;12.5
117;9;10.5
117;9;11
117;9;7
117;9;8
163;1;9.75
163;1;11.75
163;1;15
163;3;10
163;3;11.5
163;3;10.5
163;3;9
163;3;8
163;3;12
163;3;19
163;3;13.5
163;3;11.5
163;3;15
163;4;12
163;4;17
163;4;13.5
163;4;12.5
163;4;12
163;4;13
163;4;15
163;5;11
163;5;7
163;5;11.5
163;5;5.5
163;5;6.5
163;5;9.5
163;10;5.75
163;10;10.25
163;10;4.5
163;10;14.75
163;6;9
163;6;12
163;6;8
163;6;9
163;6;11
163;6;11
163;7;12
163;7;13.5
163;7;14
163;7;13.5
163;2;8.75
163;2;6
163;2;8.5
163;2;9.25
163;2;7.75
163;2;10.25
163;2;4.75
163;8;9.25
163;8;2.75
163;8;16.75
163;8;11.5
163;8;9
163;8;8.25
163;8;11.75
163;8;4.75
163;9;_
163;9;8.5
163;9;6.5
163;9;12
163;9;10
163;9;6.5
168;1;14.25
168;1;6
168;1;10.25
168;3;16.5
168;3;13.5
168;3;13
168;3;16.5
168;3;16
168;3;13
168;3;10.5
168;3;11.5
168;3;16
168;3;12.5
168;4;12.5
168;4;13.5
168;4;16
168;4;14
168;4;13
168;4;15.5
168;4;11.5
168;5;15.5
168;5;11
168;5;13
168;5;9
168;5;12
168;5;8
168;10;8.5
168;10;8
168;10;13
168;10;9.75
168;6;6
168;6;12
168;6;_
168;6;8
168;6;12
168;6;13
168;7;12.5
168;7;12.5
168;7;15
168;7;13.5
168;2;12.25
168;2;9.75
168;2;8
168;2;9.75
168;2;11.5
168;2;9.5
168;2;5.75
168;8;6.25
168;8;10.75
168;8;4.75
168;8;14.25
168;8;10
168;8;11
168;8;11.5
168;8;10.25
168;9;_
168;9;7
168;9;10.5
168;9;5.5
168;9;8
168;9;10
176;1;9
176;1;8
176;1;13
176;3;11
176;3;15.5
176;3;14
176;3;16.5
176;3;11
176;3;14
176;3;9.5
176;3;15.5
176;3;6
176;3;13
176;4;15.5
176;4;13.5
176;4;14.5
176;4;13.5
176;4;16
176;4;14
176;4;14
176;5;8.5
176;5;12
176;5;13
176;5;6.5
176;5;11
176;5;6.5
176;5;11
176;10;9.75
176;10;6.75
176;10;7.5
176;6;12
176;6;13
176;6;13
176;6;10
176;6;14
176;6;11
176;7;12.5
176;7;15
176;7;7.5
176;7;13.5
176;2;11.75
176;2;10
176;2;3
176;2;9.25
176;2;7
176;2;6
176;2;11
176;8;6.5
176;8;7.25
176;8;9.75
176;8;12
176;8;11.25
176;8;9
176;8;10.25
176;8;12.75
176;9;7.5
176;9;11
176;9;6
176;9;15
176;9;5.5
176;9;11.5
180;1;11
180;1;9.5
180;1;12.5
180;3;13.5
180;3;10.5
180;3;13
180;3;9
180;3;10.5
180;3;12
180;3;13
180;3;12.5
180;3;11
180;3;15.5
180;4;14
180;4;12.5
180;4;14.5
180;4;12.5
180;4;13
180;4;15.5
180;4;14.5
180;5;8.5
180;5;6.5
180;5;8.5
180;5;8.5
180;5;15
180;5;13
180;5;16
180;10;9.25
180;10;6
180;10;7.25
180;10;4.75
180;6;11
180;6;13
180;6;13
180;6;17
180;6;15
180;6;12
180;7;17
180;7;10.5
180;7;14
180;7;7.5
180;2;7
180;2;12.5
180;2;8.75
180;2;15.75
180;2;11.75
180;2;6.75
180;2;4.25
180;8;9
180;8;10.75
180;8;11.75
180;8;9.75
180;8;8.75
180;8;3.75
180;8;8.5
180;8;14.25
180;9;5
180;9;7
180;9;8
180;9;10
180;9;9.5
180;9;9.5
207;1;10
207;1;15.25
207;1;16
207;3;6.5
207;3;9
207;3;14
207;3;16
207;3;11.5
207;3;13.5
207;3;8.5
207;3;11.5
207;3;16
207;3;12
207;4;12.5
207;4;16
207;4;15
207;4;11.5
207;4;12
207;4;13
207;4;11.5
207;5;10
207;5;9
207;5;15.5
207;5;8.5
207;5;7.5
207;5;6.5
207;5;11.5
207;10;7
207;10;9
207;10;7.25
207;10;10.75
207;6;13
207;6;8
207;6;11
207;6;13
207;6;13
207;6;6
207;7;13.5
207;7;8.5
207;7;12.5
207;7;9.5
207;2;5.5
207;2;_
207;2;10.25
207;2;13.75
207;2;5.5
207;2;14.25
207;8;_
207;8;8.25
207;8;9.75
207;8;10.5
207;8;6.5
207;8;11
207;8;14.5
207;8;11.75
207;9;7
207;9;13
207;9;9
207;9;8.5
207;9;9
207;9;11
242;1;8.25
242;1;9.75
242;1;7.5
242;3;17.5
242;3;8
242;3;10.5
242;3;12.5
242;3;10
242;3;10.5
242;3;7.5
242;3;12
242;3;13.5
242;3;15
242;4;14.5
242;4;13.5
242;4;13.5
242;4;13.5
242;4;13.5
242;4;12
242;4;14.5
242;5;12.5
242;5;12
242;5;14
242;5;13
242;5;10
242;5;12
242;10;3.75
242;10;8.75
242;10;9
242;10;3
242;6;17
242;6;11
242;6;11
242;6;11
242;6;14
242;6;8
242;7;12.5
242;7;14
242;7;12
242;7;9
242;2;9.25
242;2;9.5
242;2;8.5
242;2;8
242;2;6.5
242;2;12.25
242;2;9
242;8;11.5
242;8;3.5
242;8;9.5
242;8;8.25
242;8;9
242;8;14.25
242;8;9.75
242;8;13
242;9;10.5
242;9;9
242;9;9
242;9;5.5
242;9;10
265;1;7.75
265;1;13.25
265;1;11.25
265;3;10.5
265;3;15.5
265;3;13
265;3;16
265;3;9.5
265;3;11.5
265;3;11.5
265;3;13.5
265;3;14
265;4;15
265;4;15
265;4;16
265;4;13
265;4;14.5
265;4;14.5
265;4;11.5
265;5;13
265;5;9.5
265;5;13.5
265;5;7
265;5;_
265;5;13
265;5;11.5
265;10;6.25
265;10;5.75
265;10;7.5
265;10;4.5
265;6;15
265;6;11
265;6;12
265;6;16
265;6;14
265;6;11
265;7;12.5
265;7;11.5
265;7;12.5
265;7;13.5
265;2;_
265;2;6.75
265;2;12
265;2;6.25
265;2;14.5
265;2;8.25
265;2;6.75
265;8;10.25
265;8;8.25
265;8;9
265;8;14.25
265;8;12.5
265;8;4.25
265;8;12
265;8;10.25
265;9;7.5
265;9;8.5
265;9;7.5
265;9;13
265;9;12
265;9;8.5
271;1;14
271;1;11.25
271;1;9
271;3;14.5
271;3;15.5
271;3;11
271;3;17
271;3;16
271;3;6.5
271;3;11.5
271;3;13
271;3;10.5
271;3;12
271;4;12
271;4;14
271;4;14
271;4;13
271;4;16.5
271;4;14.5
271;4;13.5
271;5;6
271;5;15
271;5;12
271;5;15
271;5;15.5
271;5;8.5
271;5;10
271;10;4
271;10;14.5
271;10;12.25
271;10;7.75
271;6;12
271;6;7
271;6;8
271;6;15
271;6;14
271;6;9
271;7;12.5
271;7;11.5
271;7;10.5
271;7;14
271;2;8.5
271;2;8
271;2;15.75
271;2;8.5
271;2;11.75
271;2;9.75
271;2;9.75
271;8;5.75
271;8;9.25
271;8;14.25
271;8;13
271;8;11.75
271;8;9.5
271;8;9.25
271;8;10.75
271;9;7.5
271;9;11
271;9;13
271;9;12.5
271;9;7.5
271;9;6.5
280;1;16
280;1;12.5
280;1;7.5
280;3;8.5
280;3;11
280;3;15
280;3;8
280;3;13
280;3;12.5
280;3;10
280;3;9
280;3;12.5
280;3;11
280;4;15.5
280;4;10.5
280;4;14
280;4;15.5
280;4;14
280;4;12
280;4;12.5
280;5;10.5
280;5;12
280;5;10.5
280;5;9.5
280;5;15
280;5;10
280;5;10
280;10;10.5
280;10;10.25
280;10;7.75
280;10;8.5
280;6;8
280;6;13
280;6;9
280;6;11
280;6;11
280;6;13
280;7;10
280;7;10
280;7;11.5
280;7;12.5
280;2;12
280;2;9.25
280;2;10.25
280;2;10.5
280;2;2.75
280;2;6.5
280;2;5
280;8;8.25
280;8;5
280;8;5.25
280;8;2
280;8;2
280;8;13
280;8;8
280;8;11
280;9;11.5
280;9;14.5
280;9;10
280;9;_
280;9;8.5
280;9;7.5
284;1;9.5
284;1;8.75
284;1;16.25
284;3;9
284;3;20
284;3;7
284;3;11
284;3;12.5
284;3;13.5
284;3;15
284;3;10
284;3;17
284;3;11
284;4;14
284;4;14.5
284;4;12
284;4;13.5
284;4;14.5
284;4;15.5
284;4;12
284;5;6
284;5;7
284;5;9.5
284;5;11.5
284;5;_
284;5;9.5
284;5;9
284;10;9.25
284;10;3
284;10;8
284;10;11.75
284;6;18
284;6;11
284;6;15
284;6;11
284;6;14
284;6;10
284;7;11
284;7;12.5
284;7;11.5
284;7;12
284;2;11.5
284;2;9
284;2;7.75
284;2;4.25
284;2;5
284;2;11.75
284;2;8.75
284;8;6
284;8;4.5
